id,query,intent,slots,domain,action
14091,siri what does obstacle mean,qa_definition,['definition_word : obstacle'],qa,definition
13808,how much money did will ferrel make for his last movie,qa_factoid,['content:how much money did will ferrel make for his last movie'],qa,factoid
13248,when is shakira's birthday,qa_factoid,"[""content:when is shakira's birthday""]",qa,factoid
14831,find brad pitt's age,qa_factoid,['content : brad pitt'],qa,factoid
4446,you need to find an alternate route to my destination,transport_query,['descriptor:alternate'],transport,query
4508,play my most played playlist,play_music,"['player_setting:playlist','descriptor:most played']",music,music
5054,tell me about the latest politics news,news_query,['news_topic : politics'],news,query
9967,what's the best way to cook pasta,cooking_recipe,['food_type : pasta'],cooking,recipe
6847,set an alarm on wednesday noon so i can register for early adopters program,alarm_set,"['date : wednesday', 'timeofday : noon', 'event_name : register for early adopters program']",alarm,set
9274,play the radio on nine hundred and ninety nine fm only,play_radio,['radio_name : nine hundred and ninety nine fm'],radio,radio
15576,send tweet via message to cardinal cafe and tell them their customer service is outstanding,social_post,"['media_type : tweet', 'business_name : cardinal cafe','content:their customer service is outstanding']",social,post
11248,list out,lists_createoradd,[],lists,createoradd
13247,i would like you to come up with the answer to the question,general_quirky,['content:i would like you to come up with the answer to the question'],qa,quirky
6591,start a small discussion,general_quirky,['content:start a small discussion'],qa,quirky
12460,open train routes,transport_query,['transport_type : train'],transport,query
12393,show me the direction of this location,transport_query,[],transport,query
11653,whats around,recommendation_locations,[],recommendation,locations
9536,tune into the nearest english fm station,play_radio,"['radio_name : english fm station','descriptor:nearest']",radio,radio
12180,i need a uber to my current location,transport_taxi,['transport_agency : uber'],transport,taxi
12658,how do i get from my house to the target along i forty,transport_query,['descriptor:along i forty'] ,transport,query
2153,favorite foke,play_music,"['music_genre : foke','player_setting:favorite']",music,music
17070,do i have a new email from sandy,email_query,"['from_person : sandy','descriptor:new']",email,query
7033,set a reminder alarm for my meeting with the agent this evening,alarm_set,"['event_name : meeting', 'relation : the agent', 'timeofday : evening']",alarm,set
5924,please lower the volume,audio_volume_down,[],iot,volume_down
13420,define schadenfraude,qa_definition,['definition_word : schadenfraude'],qa,definition
5681,lights turn off,iot_hue_lightoff,[],iot,hue_lightoff
15501,i have a complaint,social_post,[],social,post
9495,please play the news channel so that i can hear some news,play_radio,['radio_name : news channel'],radio,radio
8721,add dinner plans to my calendar,calendar_set,['event_name : dinner plans'],calendar,set
16636,how many emails do i have from work today,email_query,"['from_relation:work','date : today']",email,query
11113,i would like to hear my lists,lists_query,[],lists,query
8887,alert me two hours before my meeting on tuesday with client happening at ten in the morning,calendar_set,"['event_name : meeting', 'date : tuesday', 'time : two hours before ten', 'timeofday : morning','relation:client']",calendar,set
15144,get the status posted for the following,social_post,[],social,post
12909,will the train be late today in new york,transport_query,"['transport_type : train', 'date : today', 'place_name : new york']",transport,query
8082,the time the meeting start,calendar_query,['event_name : meeting'],calendar,query
5510,what is the time difference between here and there,datetime_convert,[],datetime,convert
1373,could you speak up,audio_volume_up,[],iot,volume_up
12568,how do i get to dunkin donut in atlantic city nj,transport_query,"['business_name : dunkin donut', 'place_name : atlantic city nj']",transport,query
4621,lower lights now,iot_hue_lightdim,[],iot,hue_lightdim
104,tell me bbc news,news_query,['media_type : bbc'],news,query
13753,what is the daily price of johnson and johnson stock,qa_stock,['business_name : johnson and johnson'],qa,stock
273,what is the song,music_query,[],music,query
7587,please remind me at clock,alarm_set,[],alarm,set
15441,tweet @companyname that i did not receive my order on time,social_post,"['media_type : tweet', 'business_name : companyname','content: i did not receive my order on time']",social,post
9503,recorded program may be listened on future days,play_radio,[],radio,radio
12132,what's the next train at westcombe park,transport_query,"['transport_type : train', 'place_name : westcombe park']",transport,query
7649,clear all events from calendar,calendar_remove,['descriptor:all'],calendar,remove
12216,book a plane ticket to,transport_ticket,['transport_type:plane'],transport,ticket
422,what are the latest news,news_query,[],news,query
10408,i want to play the game of life with you,play_game,['game_name : the game of life'],game,game
2305,could you fix me some coffee,iot_coffee,[],iot,coffee
10661,generate a new inventory,lists_createoradd,[],lists,createoradd
16227,unread emails,email_query,['descriptor:unnread'],email,query
13755,what is this,qa_definition,[],qa,definition
1864,what alarms are on right now,alarm_query,[],alarm,query
8003,cancel my meeting for friday,calendar_remove,"['event_name : meeting', 'date : friday']",calendar,remove
7905,open calendar schedule event meeting,calendar_set,['event_name : meeting'],calendar,set
10871,add pick up kids from school to my to do list for today,lists_createoradd,"['item_name:pick up kids','list_name : to do', 'date : today']",lists,createoradd
17066,reply to the email received from mark,email_sendemail,"['from_person : mark','setting:reply']",email,sendemail
3442,the twenty second is on what day of the week,datetime_query,['date : twenty second'],datetime,query
4064,does this place do takeaway,takeaway_query,['order_type : takeaway'],takeaway,query
13204,something,general_quirky,['content:something'],qa,quirky
12222,what is the traffic like,transport_traffic,[],transport,traffic
6624,dating,general_quirky,['content:dating'],qa,quirky
11280,start the next episode of the friends podcast,play_podcasts,"['descriptor : next episode', 'podcast_name : friends']",podcasts,podcasts
15139,do i have new likes,social_query,['descriptor:new like'],social,query
12084,are there any cultural activities happening in new york,recommendation_events,"['event_name:cultural activities','place_name : new york']",recommendation,events
15285,what's new on my facebook account,social_query,['media_type : facebook'],social,query
3826,olly what's this playing right now,music_query,[],music,query
10566,remove my latest list,lists_remove,['descriptor:latest'],lists,remove
7487,give me a list of all my reminders,calendar_query,['descriptor:all'],calendar,query
15447,i want to tweet a complaint on apples phone issues,social_post,"['media_type : tweet','content:apples phone issues']",social,post
10511,let me know what is remaining on my query,lists_query,[],lists,query
1116,play kanye west playlist,play_music,['playlists_name : kanye west'],music,music
13538,can you describe what she was wearing in that movie,general_quirky,['content:what she was wearing in that movie'],qa,quirky
13605,how would you describe a tennis ball,qa_definition,['definition_word : tennis ball'],qa,definition
2659,this song is my favourite,music_likeness,[],music,likeness
2501,please turn off the smart socket,iot_wemo_off,['device_type : smart socket'],iot,wemo_off
14988,alexa what is computer,qa_definition,['definition_word : computer'],qa,definition
12615,i need to book rajdhani train ticket from mumbai to ahmedabad,transport_ticket,"['transport_type : train', 'transport_name:rajdhani', 'from_place_name : mumbai', 'to_place_name: ahmedabad']",transport,ticket
16581,is this my sisters cellphone number,email_querycontact,"['relation : sisters', 'personal_info : cellphone number']",email,querycontact
